# Fields:
# activity start date
# activity start time
# qsl label comment line 1 - APP_LOGGER32_USER1
# qsl label comment line 2 - APP_LOGGER32_USER2
20070101;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20071222;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20071229;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20080120;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20080209;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20080223;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20080224;200000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20080913;000000;QTH: Huta, LOC: JO83XN;Polska Award: P, SPPA: TU, PGA: TU01
20080913;190000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20080920;140000;QTH: Huta, LOC: JO83XN;Polska Award: P, SPPA: TU, PGA: TU01
20080922;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20080927;160000;QTH: Huta, LOC: JO83XN;Polska Award: P, SPPA: TU, PGA: TU01
20080928;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20081115;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20081120;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20081129;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20081130;200000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20081224;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20090101;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20090214;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20090215;000000;QTH: Bydgoszcz, LOC: JO93BD;Polska Award: P, SPPA: BM, PGA: BM01
20090329;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20101120;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20101227;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20110218;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20110326;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20110618;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20110727;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20110806;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20110820;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20110903;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20110917;000000;QTH: Tuchola, LOC: JO83WN;Polska Award: P, SPPA: TU, PGA: TU06
20111126;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20130316;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20130710;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20130809;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20130817;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20131018;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20131024;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20131106;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20131122;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20131223;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20140227;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20140501;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20140508;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20140810;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20140911;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20141011;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20141023;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
20150731;000000;QTH: Wladyslawowo, LOC: JO94ES;Polska Award: P, SPPA: PK, PGA: PK04
20150821;000000;QTH: Kolaczkowo, LOC: JO83VA;Polska Award: P, SPPA: NA, PGA: NA05
